FID,PIXEL_ID,LONG,LAT,REEF_ID,REEF_NAME,Hs4MW_1985,Hs4MW_1986,Hs4MW_1987,Hs4MW_1988,Hs4MW_1989,Hs4MW_1990,Hs4MW_1991,Hs4MW_1992,Hs4MW_1993,Hs4MW_1994,Hs4MW_1995,Hs4MW_1996,Hs4MW_1997,Hs4MW_1998,Hs4MW_1999,Hs4MW_2000,Hs4MW_2001,Hs4MW_2002,Hs4MW_2003,Hs4MW_2004,Hs4MW_2005,Hs4MW_2006,Hs4MW_2007,Hs4MW_2008,Hs4MW_2009,Hs4MW_2010,Hs4MW_2011,Hs4MW_2012,Hs4MW_2013,Hs4MW_2014,Hs4MW_2015,Hs4MW_2016,Hs4MW_2017
14846,14847,152.12,-21.92,21-544,U/N Reef (21-544),0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,10,0,0,0,0
14847,14848,152.13,-21.92,21-544,U/N Reef (21-544),0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0
14848,14849,152.27,-21.92,21-539,U/N Reef (21-539),0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,5,0,0,0,0
14849,14850,152.28,-21.92,21-539,U/N Reef (21-539),0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,5,0,0,0,0
14850,14851,152.34,-21.92,21-752,U/N Reef (21-752),0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,5,0,0,0,0
14851,14852,152.39,-21.92,21-543,Long Reef (21-543),0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0
14852,14853,152.40,-21.92,21-543,Long Reef (21-543),0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0
14853,14854,152.46,-21.92,21-542,U/N Reef (21-542),0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
14854,14855,152.47,-21.92,21-542,U/N Reef (21-542),0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
14855,14856,152.52,-21.92,21-577,Central Reef (21-577),0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
14856,14857,152.53,-21.92,21-577,Central Reef (21-577),0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
14857,14858,152.60,-21.92,21-578,U/N Reef (21-578),0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
14858,14859,152.61,-21.92,21-578,U/N Reef (21-578),0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
14859,14860,149.51,-21.93,21-366,Fanning Shoal (21-366),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,8
14860,14861,149.64,-21.93,21-367,Red Clay Reef (21-367),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,1,0,6
14861,14862,149.66,-21.93,21-367,Red Clay Reef (21-367),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,2,0,6
14862,14863,149.74,-21.93,21-369,Middle Shoal (21-369),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,4,0,3
14863,14864,150.10,-21.93,21-414a,Bamborough Island Reef (No 1) (21-414a),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,7,0,0
14864,14865,152.08,-21.93,21-544,U/N Reef (21-544),0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,10,0,0,0,0
14865,14866,152.09,-21.93,21-544,U/N Reef (21-544),0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,10,0,0,0,0
14866,14867,152.10,-21.93,21-544,U/N Reef (21-544),0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,10,0,0,0,0
14867,14868,152.11,-21.93,21-544,U/N Reef (21-544),0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,10,0,0,0,0
14868,14869,152.12,-21.93,21-544,U/N Reef (21-544),0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,10,0,0,0,0
14869,14870,152.25,-21.93,21-539,U/N Reef (21-539),0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,6,0,0,0,0
14870,14871,152.27,-21.93,21-539,U/N Reef (21-539),0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,5,0,0,0,0
14871,14872,152.28,-21.93,21-539,U/N Reef (21-539),0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,5,0,0,0,0
14872,14873,152.42,-21.93,21-549,Pike Reef (21-549),0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
14873,14874,152.45,-21.93,21-548,Poulson Reef (21-548),0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
14874,14875,152.46,-21.93,21-548,Poulson Reef (21-548),0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
14875,14876,152.49,-21.93,21-546,U/N Reef (21-546),0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
14876,14877,152.52,-21.93,21-577,Central Reef (21-577),0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
14877,14878,152.60,-21.93,21-580,U/N Reef (21-580),0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
14878,14879,152.69,-21.93,21-582,Beacon Reef (21-582),0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
14879,14880,149.73,-21.94,21-369,Middle Shoal (21-369),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,3,0,3
14880,14881,152.10,-21.94,21-544,U/N Reef (21-544),0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,10,0,0,0,0
14881,14882,152.12,-21.94,21-544,U/N Reef (21-544),0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,10,0,0,0,0
14882,14883,152.21,-21.94,21-547,U/N Reef (21-547),0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,7,0,0,0,0
14883,14884,152.22,-21.94,21-547,U/N Reef (21-547),0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,7,0,0,0,0
14884,14885,152.27,-21.94,21-539,U/N Reef (21-539),0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,5,0,0,0,0
14885,14886,152.28,-21.94,21-539,U/N Reef (21-539),0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,5,0,0,0,0
14886,14887,152.29,-21.94,21-539,U/N Reef (21-539),0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,5,0,0,0,0
14887,14888,152.31,-21.94,21-550,U/N Reef (21-550),0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,5,0,0,0,0
14888,14889,152.32,-21.94,21-550,U/N Reef (21-550),0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,5,0,0,0,0
14889,14890,152.33,-21.94,21-550,U/N Reef (21-550),0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,5,0,0,0,0
14890,14891,152.42,-21.94,21-549,Pike Reef (21-549),0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
14891,14892,152.43,-21.94,21-549,Pike Reef (21-549),0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
14892,14893,152.44,-21.94,21-549,Pike Reef (21-549),0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
14893,14894,152.46,-21.94,21-548,Poulson Reef (21-548),0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
14894,14895,152.58,-21.94,21-580,U/N Reef (21-580),0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
14895,14896,152.59,-21.94,21-580,U/N Reef (21-580),0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
14896,14897,152.60,-21.94,21-580,U/N Reef (21-580),0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
14897,14898,152.63,-21.94,21-581,U/N Reef (21-581),0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
14898,14899,152.66,-21.94,21-583,U/N Reef (21-583),0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
14899,14900,152.69,-21.94,21-582,Beacon Reef (21-582),0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
14900,14901,149.66,-21.95,21-370,Beware Reef (21-370),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,2,0,4
14901,14902,149.83,-21.95,21-375,Holt Shoal (21-375),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,4,0,1
14902,14903,150.13,-21.95,21-418a,Hunter Island Reef (No 1) (21-418a),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,7,0,0
14903,14904,152.03,-21.95,21-551,U/N Reef (21-551),0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,10,0,0,0,0
14904,14905,152.04,-21.95,21-551,U/N Reef (21-551),0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,10,0,0,0,0
14905,14906,152.05,-21.95,21-551,U/N Reef (21-551),0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,10,0,0,0,0
14906,14907,152.06,-21.95,21-551,U/N Reef (21-551),0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,10,0,0,0,0
14907,14908,152.07,-21.95,21-551,U/N Reef (21-551),0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,10,0,0,0,0
14908,14909,152.25,-21.95,21-539,U/N Reef (21-539),0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,6,0,0,0,0
14909,14910,152.26,-21.95,21-539,U/N Reef (21-539),0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,6,0,0,0,0
14910,14911,152.27,-21.95,21-539,U/N Reef (21-539),0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,5,0,0,0,0
14911,14912,152.28,-21.95,21-539,U/N Reef (21-539),0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,5,0,0,0,0
14912,14913,152.30,-21.95,21-550,U/N Reef (21-550),0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,5,0,0,0,0
14913,14914,152.31,-21.95,21-550,U/N Reef (21-550),0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,4,0,0,0,0
14914,14915,152.32,-21.95,21-550,U/N Reef (21-550),0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,4,0,0,0,0
14915,14916,152.34,-21.95,21-749,U/N Reef (21-749),0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,4,0,0,0,0
14916,14917,152.40,-21.95,21-549,Pike Reef (21-549),0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,3,0,0,0,0
14917,14918,152.41,-21.95,21-549,Pike Reef (21-549),0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,3,0,0,0,0
14918,14919,152.42,-21.95,21-549,Pike Reef (21-549),0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
14919,14920,152.43,-21.95,21-549,Pike Reef (21-549),0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
14920,14921,152.44,-21.95,21-549,Pike Reef (21-549),0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
14921,14922,152.45,-21.95,21-549,Pike Reef (21-549),0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
14922,14923,152.57,-21.95,21-580,U/N Reef (21-580),0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
14923,14924,152.61,-21.95,21-584,Jenkins Reef (21-584),0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
14924,14925,149.60,-21.96,21-373,Reef Islet Reef (21-373),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,5
14925,14926,149.68,-21.96,21-374,West Reef (21-374),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,2,0,4
14926,14927,149.82,-21.96,21-375,Holt Shoal (21-375),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,4,0,1
14927,14928,149.83,-21.96,21-375,Holt Shoal (21-375),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,4,0,1
14928,14929,150.14,-21.96,21-418a,Hunter Island Reef (No 1) (21-418a),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,7,0,0
14929,14930,152.08,-21.96,21-551,U/N Reef (21-551),0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,10,0,0,0,0
14930,14931,152.09,-21.96,21-551,U/N Reef (21-551),0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,10,0,0,0,0
14931,14932,152.26,-21.96,21-539,U/N Reef (21-539),0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,6,0,0,0,0
14932,14933,152.27,-21.96,21-539,U/N Reef (21-539),0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,5,0,0,0,0
14933,14934,152.30,-21.96,21-550,U/N Reef (21-550),0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,5,0,0,0,0
14934,14935,152.31,-21.96,21-550,U/N Reef (21-550),0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,4,0,0,0,0
14935,14936,152.32,-21.96,21-550,U/N Reef (21-550),0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,4,0,0,0,0
14936,14937,152.39,-21.96,21-549,Pike Reef (21-549),0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,3,0,0,0,0
14937,14938,152.40,-21.96,21-549,Pike Reef (21-549),0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,3,0,0,0,0
14938,14939,152.41,-21.96,21-549,Pike Reef (21-549),0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,3,0,0,0,0
14939,14940,152.44,-21.96,21-549,Pike Reef (21-549),0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
14940,14941,152.47,-21.96,21-552,Obstruction Reef (21-552),0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
14941,14942,152.58,-21.96,21-584,Jenkins Reef (21-584),0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
14942,14943,152.59,-21.96,21-584,Jenkins Reef (21-584),0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
14943,14944,152.60,-21.96,21-584,Jenkins Reef (21-584),0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
14944,14945,152.70,-21.96,21-586,Follett Reef (21-586),0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
14945,14946,149.81,-21.97,21-375,Holt Shoal (21-375),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,4,0,1
14946,14947,149.82,-21.97,21-375,Holt Shoal (21-375),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,4,0,1
14947,14948,149.89,-21.97,21-377,Channel Island Reef (21-377),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,5,0,0
14948,14949,152.03,-21.97,21-551,U/N Reef (21-551),0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,10,0,0,0,0
14949,14950,152.04,-21.97,21-551,U/N Reef (21-551),0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,10,0,0,0,0
14950,14951,152.05,-21.97,21-551,U/N Reef (21-551),0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,10,0,0,0,0
14951,14952,152.06,-21.97,21-551,U/N Reef (21-551),0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,10,0,0,0,0
14952,14953,152.07,-21.97,21-551,U/N Reef (21-551),0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,10,0,0,0,0
14953,14954,152.08,-21.97,21-551,U/N Reef (21-551),0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,10,0,0,0,0
14954,14955,152.22,-21.97,21-555,U/N Reef (21-555),0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,7,0,0,0,0
14955,14956,152.23,-21.97,21-555,U/N Reef (21-555),0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,7,0,0,0,0
14956,14957,152.24,-21.97,21-555,U/N Reef (21-555),0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,6,0,0,0,0
14957,14958,152.25,-21.97,21-555,U/N Reef (21-555),0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,6,0,0,0,0
14958,14959,152.35,-21.97,21-553,U/N Reef (21-553),0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,4,0,0,0,0
14959,14960,152.38,-21.97,21-554,U/N Reef (21-554),0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,3,0,0,0,0
14960,14961,152.39,-21.97,21-554,U/N Reef (21-554),0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,3,0,0,0,0
14961,14962,152.40,-21.97,21-554,U/N Reef (21-554),0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,3,0,0,0,0
14962,14963,152.57,-21.97,21-585,U/N Reef (21-585),0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
14963,14964,152.71,-21.97,21-586,Follett Reef (21-586),0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
14964,14965,149.58,-21.98,21-378,Aquila Reef (21-378),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,4
14965,14966,149.67,-21.98,21-379,Avoid Reef (21-379),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,2,0,3
14966,14967,149.81,-21.98,21-375,Holt Shoal (21-375),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,4,0,1
14967,14968,149.82,-21.98,21-375,Holt Shoal (21-375),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,5,0,0
14968,14969,149.87,-21.98,21-380,Park Shoal (21-380),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,5,0,0
14969,14970,149.89,-21.98,21-380,Park Shoal (21-380),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,5,0,0
14970,14971,149.90,-21.98,21-380,Park Shoal (21-380),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,5,0,0
14971,14972,149.91,-21.98,21-380,Park Shoal (21-380),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,5,0,0
14972,14973,150.16,-21.98,21-423a,Marble Reef (21-423a),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,7,0,0
14973,14974,150.19,-21.98,21-423b,Marble Reef (21-423b),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,8,0,0
14974,14975,152.22,-21.98,21-555,U/N Reef (21-555),0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,7,0,0,0,0
14975,14976,152.23,-21.98,21-555,U/N Reef (21-555),0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,7,0,0,0,0
14976,14977,152.24,-21.98,21-555,U/N Reef (21-555),0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,7,0,0,0,0
14977,14978,152.25,-21.98,21-555,U/N Reef (21-555),0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,7,0,0,0,0
14978,14979,152.34,-21.98,21-553,U/N Reef (21-553),0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,4,0,0,0,0
14979,14980,152.36,-21.98,21-554,U/N Reef (21-554),0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,4,0,0,0,0
14980,14981,152.37,-21.98,21-554,U/N Reef (21-554),0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,4,0,0,0,0
14981,14982,152.38,-21.98,21-554,U/N Reef (21-554),0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,3,0,0,0,0
14982,14983,152.39,-21.98,21-554,U/N Reef (21-554),0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,3,0,0,0,0
14983,14984,152.48,-21.98,21-556,Gannett Cay Reef (21-556),0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
14984,14985,152.54,-21.98,21-589,Littles Reef (21-589),0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
14985,14986,152.56,-21.98,21-590,U/N Reef (21-590),0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
14986,14987,152.57,-21.98,21-590,U/N Reef (21-590),0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
